regime,count,pct_of_total,mean,median,std,annualised_return
downtrend,648,0.301255230125523,-0.0015011699474341367,-0.0012332984393670365,0.024363573333458535,-0.3643377223458004
uptrend,1503,0.698744769874477,0.0012265627908805182,0.0013432481598443236,0.010277948273179223,0.34395003872379126
