regime,count,pct_of_total,mean,median,std,annualised_return
downtrend,3741,0.3778024641486568,-0.001004184572150971,-0.0011953809720106623,0.017243817174883106,-0.2522959596386727
uptrend,6161,0.6221975358513432,0.0009987872710596403,0.0009957153781854355,0.00930721871846024,0.27209596843397765
