Price,Close,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,,
1999-09-01,1331.0699462890625,1331.0699462890625,1331.1800537109375,1320.3900146484375,1320.4100341796875,708200000
1999-09-02,1319.1099853515625,1319.1099853515625,1331.0699462890625,1304.8800048828125,1331.0699462890625,687100000
1999-09-03,1357.239990234375,1357.239990234375,1357.739990234375,1319.1099853515625,1319.1099853515625,663200000
1999-09-07,1350.449951171875,1350.449951171875,1361.3900146484375,1349.5899658203125,1357.239990234375,715300000
1999-09-08,1344.1500244140625,1344.1500244140625,1355.1800537109375,1337.3599853515625,1350.449951171875,791200000
1999-09-09,1347.6600341796875,1347.6600341796875,1347.6600341796875,1333.9100341796875,1344.1500244140625,773900000
1999-09-10,1351.6600341796875,1351.6600341796875,1357.6199951171875,1346.199951171875,1347.6600341796875,808500000
1999-09-13,1344.1300048828125,1344.1300048828125,1351.6600341796875,1341.699951171875,1351.6600341796875,657900000
1999-09-14,1336.2900390625,1336.2900390625,1344.1800537109375,1330.6099853515625,1344.1300048828125,734500000
1999-09-15,1317.969970703125,1317.969970703125,1347.2099609375,1317.969970703125,1336.2900390625,787300000
1999-09-16,1318.47998046875,1318.47998046875,1322.510009765625,1299.969970703125,1317.969970703125,739000000
1999-09-17,1335.4200439453125,1335.4200439453125,1337.5899658203125,1318.47998046875,1318.47998046875,861900000
1999-09-20,1335.530029296875,1335.530029296875,1338.3800048828125,1330.6099853515625,1335.4200439453125,568000000
1999-09-21,1307.5799560546875,1307.5799560546875,1335.530029296875,1301.969970703125,1335.52001953125,817300000
1999-09-22,1310.510009765625,1310.510009765625,1316.1800537109375,1297.81005859375,1307.5799560546875,822200000
1999-09-23,1280.4100341796875,1280.4100341796875,1315.25,1277.300048828125,1310.510009765625,890800000
1999-09-24,1277.3599853515625,1277.3599853515625,1281.1700439453125,1263.8399658203125,1280.4100341796875,872800000
1999-09-27,1283.31005859375,1283.31005859375,1295.030029296875,1277.3599853515625,1277.3599853515625,780600000
1999-09-28,1282.199951171875,1282.199951171875,1285.550048828125,1256.260009765625,1283.31005859375,885400000
