Price,Close,Close,High,Low,Open,Volume
Ticker,^N225,^N225,^N225,^N225,^N225,^N225
Date,,,,,,
1970-01-05,2402.85009765625,2402.85009765625,2402.85009765625,2402.85009765625,2402.85009765625,0
1970-01-06,2406.219970703125,2406.219970703125,2406.219970703125,2406.219970703125,2406.219970703125,0
1970-01-07,2394.9599609375,2394.9599609375,2394.9599609375,2394.9599609375,2394.9599609375,0
1970-01-08,2283.679931640625,2283.679931640625,2283.679931640625,2283.679931640625,2283.679931640625,0
1970-01-09,2283.679931640625,2283.679931640625,2283.679931640625,2283.679931640625,2283.679931640625,0
1970-01-12,2324.239990234375,2324.239990234375,2324.239990234375,2324.239990234375,2324.239990234375,0
1970-01-13,2297.68994140625,2297.68994140625,2297.68994140625,2297.68994140625,2297.68994140625,0
1970-01-14,2288.139892578125,2288.139892578125,2288.139892578125,2288.139892578125,2288.139892578125,0
1970-01-16,2286.449951171875,2286.449951171875,2286.449951171875,2286.449951171875,2286.449951171875,0
1970-01-19,2309.3798828125,2309.3798828125,2309.3798828125,2309.3798828125,2309.3798828125,0
1970-01-20,2309.93994140625,2309.93994140625,2309.93994140625,2309.93994140625,2309.93994140625,0
1970-01-21,2325.360107421875,2325.360107421875,2325.360107421875,2325.360107421875,2325.360107421875,0
1970-01-22,2322.580078125,2322.580078125,2322.580078125,2322.580078125,2322.580078125,0
1970-01-23,2312.0,2312.0,2312.0,2312.0,2312.0,0
1970-01-26,2316.7099609375,2316.7099609375,2316.7099609375,2316.7099609375,2316.7099609375,0
1970-01-27,2316.7099609375,2316.7099609375,2316.7099609375,2316.7099609375,2316.7099609375,0
1970-01-28,2324.77001953125,2324.77001953125,2324.77001953125,2324.77001953125,2324.77001953125,0
1970-01-29,2328.60009765625,2328.60009765625,2328.60009765625,2328.60009765625,2328.60009765625,0
1970-01-30,2296.429931640625,2296.429931640625,2296.429931640625,2296.429931640625,2296.429931640625,0
1970-02-02,2310.449951171875,2310.449951171875,2310.449951171875,2310.449951171875,2310.449951171875,0
1970-02-03,2296.679931640625,2296.679931640625,2296.679931640625,2296.679931640625,2296.679931640625,0
1970-02-04,2313.31005859375,2313.31005859375,2313.31005859375,2313.31005859375,2313.31005859375,0
1970-02-05,2306.780029296875,2306.780029296875,2306.780029296875,2306.780029296875,2306.780029296875,0
1970-02-06,2302.929931640625,2302.929931640625,2302.929931640625,2302.929931640625,2302.929931640625,0
1970-02-09,2306.39990234375,2306.39990234375,2306.39990234375,2306.39990234375,2306.39990234375,0
1970-02-10,2306.25,2306.25,2306.25,2306.25,2306.25,0
1970-02-12,2306.25,2306.25,2306.25,2306.25,2306.25,0
1970-02-13,2298.64990234375,2298.64990234375,2298.64990234375,2298.64990234375,2298.64990234375,0
1970-02-16,2293.929931640625,2293.929931640625,2293.929931640625,2293.929931640625,2293.929931640625,0
1970-02-17,2294.7099609375,2294.7099609375,2294.7099609375,2294.7099609375,2294.7099609375,0
1970-02-18,2313.22998046875,2313.22998046875,2313.22998046875,2313.22998046875,2313.22998046875,0
1970-02-19,2324.39990234375,2324.39990234375,2324.39990234375,2324.39990234375,2324.39990234375,0
1970-02-20,2322.97998046875,2322.97998046875,2322.97998046875,2322.97998046875,2322.97998046875,0
1970-02-23,2361.469970703125,2361.469970703125,2361.469970703125,2361.469970703125,2361.469970703125,0
1970-02-24,2375.4599609375,2375.4599609375,2375.4599609375,2375.4599609375,2375.4599609375,0
1970-02-25,2383.179931640625,2383.179931640625,2383.179931640625,2383.179931640625,2383.179931640625,0
1970-02-26,2385.070068359375,2385.070068359375,2385.070068359375,2385.070068359375,2385.070068359375,0
1970-02-27,2385.070068359375,2385.070068359375,2385.070068359375,2385.070068359375,2385.070068359375,0
1970-03-02,2399.760009765625,2399.760009765625,2399.760009765625,2399.760009765625,2399.760009765625,0
1970-03-03,2396.639892578125,2396.639892578125,2396.639892578125,2396.639892578125,2396.639892578125,0
1970-03-04,2422.72998046875,2422.72998046875,2422.72998046875,2422.72998046875,2422.72998046875,0
1970-03-05,2423.3701171875,2423.3701171875,2423.3701171875,2423.3701171875,2423.3701171875,0
1970-03-06,2452.260009765625,2452.260009765625,2452.260009765625,2452.260009765625,2452.260009765625,0
1970-03-09,2455.169921875,2455.169921875,2455.169921875,2455.169921875,2455.169921875,0
1970-03-10,2470.219970703125,2470.219970703125,2470.219970703125,2470.219970703125,2470.219970703125,0
1970-03-11,2458.1298828125,2458.1298828125,2458.1298828125,2458.1298828125,2458.1298828125,0
1970-03-12,2433.1201171875,2433.1201171875,2433.1201171875,2433.1201171875,2433.1201171875,0
1970-03-13,2446.360107421875,2446.360107421875,2446.360107421875,2446.360107421875,2446.360107421875,0
1970-03-16,2446.360107421875,2446.360107421875,2446.360107421875,2446.360107421875,2446.360107421875,0
1970-03-17,2468.840087890625,2468.840087890625,2468.840087890625,2468.840087890625,2468.840087890625,0
1970-03-18,2484.6201171875,2484.6201171875,2484.6201171875,2484.6201171875,2484.6201171875,0
1970-03-19,2490.469970703125,2490.469970703125,2490.469970703125,2490.469970703125,2490.469970703125,0
1970-03-20,2491.179931640625,2491.179931640625,2491.179931640625,2491.179931640625,2491.179931640625,0
1970-03-23,2495.179931640625,2495.179931640625,2495.179931640625,2495.179931640625,2495.179931640625,0
1970-03-24,2484.14990234375,2484.14990234375,2484.14990234375,2484.14990234375,2484.14990234375,0
1970-03-25,2481.010009765625,2481.010009765625,2481.010009765625,2481.010009765625,2481.010009765625,0
1970-03-26,2504.840087890625,2504.840087890625,2504.840087890625,2504.840087890625,2504.840087890625,0
1970-03-27,2485.360107421875,2485.360107421875,2485.360107421875,2485.360107421875,2485.360107421875,0
1970-03-30,2510.239990234375,2510.239990234375,2510.239990234375,2510.239990234375,2510.239990234375,0
1970-03-31,2510.239990234375,2510.239990234375,2510.239990234375,2510.239990234375,2510.239990234375,0
1970-04-01,2521.419921875,2521.419921875,2521.419921875,2521.419921875,2521.419921875,0
1970-04-02,2522.840087890625,2522.840087890625,2522.840087890625,2522.840087890625,2522.840087890625,0
1970-04-03,2500.090087890625,2500.090087890625,2500.090087890625,2500.090087890625,2500.090087890625,0
1970-04-06,2534.449951171875,2534.449951171875,2534.449951171875,2534.449951171875,2534.449951171875,0
1970-04-07,2524.1298828125,2524.1298828125,2524.1298828125,2524.1298828125,2524.1298828125,0
1970-04-08,2529.64990234375,2529.64990234375,2529.64990234375,2529.64990234375,2529.64990234375,0
1970-04-09,2515.050048828125,2515.050048828125,2515.050048828125,2515.050048828125,2515.050048828125,0
1970-04-10,2513.93994140625,2513.93994140625,2513.93994140625,2513.93994140625,2513.93994140625,0
1970-04-13,2508.159912109375,2508.159912109375,2508.159912109375,2508.159912109375,2508.159912109375,0
1970-04-14,2502.030029296875,2502.030029296875,2502.030029296875,2502.030029296875,2502.030029296875,0
1970-04-15,2502.030029296875,2502.030029296875,2502.030029296875,2502.030029296875,2502.030029296875,0
1970-04-16,2502.64990234375,2502.64990234375,2502.64990234375,2502.64990234375,2502.64990234375,0
1970-04-17,2471.2099609375,2471.2099609375,2471.2099609375,2471.2099609375,2471.2099609375,0
1970-04-20,2470.669921875,2470.669921875,2470.669921875,2470.669921875,2470.669921875,0
1970-04-21,2469.639892578125,2469.639892578125,2469.639892578125,2469.639892578125,2469.639892578125,0
1970-04-22,2436.39990234375,2436.39990234375,2436.39990234375,2436.39990234375,2436.39990234375,0
1970-04-23,2415.669921875,2415.669921875,2415.669921875,2415.669921875,2415.669921875,0
1970-04-24,2422.860107421875,2422.860107421875,2422.860107421875,2422.860107421875,2422.860107421875,0
1970-04-27,2386.06005859375,2386.06005859375,2386.06005859375,2386.06005859375,2386.06005859375,0
1970-04-28,2315.429931640625,2315.429931640625,2315.429931640625,2315.429931640625,2315.429931640625,0
1970-04-30,2114.320068359375,2114.320068359375,2114.320068359375,2114.320068359375,2114.320068359375,0
1970-05-01,2114.320068359375,2114.320068359375,2114.320068359375,2114.320068359375,2114.320068359375,0
1970-05-06,2191.389892578125,2191.389892578125,2191.389892578125,2191.389892578125,2191.389892578125,0
1970-05-07,2209.610107421875,2209.610107421875,2209.610107421875,2209.610107421875,2209.610107421875,0
1970-05-08,2190.5400390625,2190.5400390625,2190.5400390625,2190.5400390625,2190.5400390625,0
1970-05-11,2139.070068359375,2139.070068359375,2139.070068359375,2139.070068359375,2139.070068359375,0
1970-05-12,2149.429931640625,2149.429931640625,2149.429931640625,2149.429931640625,2149.429931640625,0
1970-05-13,2096.75,2096.75,2096.75,2096.75,2096.75,0
1970-05-14,2048.719970703125,2048.719970703125,2048.719970703125,2048.719970703125,2048.719970703125,0
1970-05-15,2018.7099609375,2018.7099609375,2018.7099609375,2018.7099609375,2018.7099609375,0
1970-05-18,2047.9000244140625,2047.9000244140625,2047.9000244140625,2047.9000244140625,2047.9000244140625,0
1970-05-19,2047.9000244140625,2047.9000244140625,2047.9000244140625,2047.9000244140625,2047.9000244140625,0
1970-05-20,1983.780029296875,1983.780029296875,1983.780029296875,1983.780029296875,1983.780029296875,0
1970-05-21,1982.3299560546875,1982.3299560546875,1982.3299560546875,1982.3299560546875,1982.3299560546875,0
1970-05-22,1989.3399658203125,1989.3399658203125,1989.3399658203125,1989.3399658203125,1989.3399658203125,0
1970-05-25,1933.3299560546875,1933.3299560546875,1933.3299560546875,1933.3299560546875,1933.3299560546875,0
1970-05-26,1946.47998046875,1946.47998046875,1946.47998046875,1946.47998046875,1946.47998046875,0
1970-05-27,1929.6400146484375,1929.6400146484375,1929.6400146484375,1929.6400146484375,1929.6400146484375,0
1970-05-28,2009.0999755859375,2009.0999755859375,2009.0999755859375,2009.0999755859375,2009.0999755859375,0
1970-05-29,2026.0999755859375,2026.0999755859375,2026.0999755859375,2026.0999755859375,2026.0999755859375,0
1970-06-01,2082.3701171875,2082.3701171875,2082.3701171875,2082.3701171875,2082.3701171875,0
1970-06-02,2082.3701171875,2082.3701171875,2082.3701171875,2082.3701171875,2082.3701171875,0
1970-06-03,2109.22998046875,2109.22998046875,2109.22998046875,2109.22998046875,2109.22998046875,0
1970-06-04,2133.85009765625,2133.85009765625,2133.85009765625,2133.85009765625,2133.85009765625,0
1970-06-05,2123.820068359375,2123.820068359375,2123.820068359375,2123.820068359375,2123.820068359375,0
1970-06-08,2109.580078125,2109.580078125,2109.580078125,2109.580078125,2109.580078125,0
1970-06-09,2091.830078125,2091.830078125,2091.830078125,2091.830078125,2091.830078125,0
1970-06-10,2109.469970703125,2109.469970703125,2109.469970703125,2109.469970703125,2109.469970703125,0
1970-06-11,2029.4100341796875,2029.4100341796875,2029.4100341796875,2029.4100341796875,2029.4100341796875,0
1970-06-12,2048.93994140625,2048.93994140625,2048.93994140625,2048.93994140625,2048.93994140625,0
1970-06-15,2072.800048828125,2072.800048828125,2072.800048828125,2072.800048828125,2072.800048828125,0
1970-06-16,2054.3701171875,2054.3701171875,2054.3701171875,2054.3701171875,2054.3701171875,0
1970-06-17,2054.3701171875,2054.3701171875,2054.3701171875,2054.3701171875,2054.3701171875,0
1970-06-18,2082.02001953125,2082.02001953125,2082.02001953125,2082.02001953125,2082.02001953125,0
1970-06-19,2113.219970703125,2113.219970703125,2113.219970703125,2113.219970703125,2113.219970703125,0
1970-06-22,2149.280029296875,2149.280029296875,2149.280029296875,2149.280029296875,2149.280029296875,0
1970-06-23,2131.889892578125,2131.889892578125,2131.889892578125,2131.889892578125,2131.889892578125,0
1970-06-24,2140.469970703125,2140.469970703125,2140.469970703125,2140.469970703125,2140.469970703125,0
1970-06-25,2143.449951171875,2143.449951171875,2143.449951171875,2143.449951171875,2143.449951171875,0
1970-06-26,2135.8798828125,2135.8798828125,2135.8798828125,2135.8798828125,2135.8798828125,0
1970-06-29,2131.81005859375,2131.81005859375,2131.81005859375,2131.81005859375,2131.81005859375,0
1970-06-30,2138.110107421875,2138.110107421875,2138.110107421875,2138.110107421875,2138.110107421875,0
1970-07-01,2148.7900390625,2148.7900390625,2148.7900390625,2148.7900390625,2148.7900390625,0
1970-07-02,2148.7900390625,2148.7900390625,2148.7900390625,2148.7900390625,2148.7900390625,0
1970-07-03,2135.25,2135.25,2135.25,2135.25,2135.25,0
1970-07-06,2117.64990234375,2117.64990234375,2117.64990234375,2117.64990234375,2117.64990234375,0
1970-07-07,2116.860107421875,2116.860107421875,2116.860107421875,2116.860107421875,2116.860107421875,0
1970-07-08,2121.510009765625,2121.510009765625,2121.510009765625,2121.510009765625,2121.510009765625,0
1970-07-09,2111.10009765625,2111.10009765625,2111.10009765625,2111.10009765625,2111.10009765625,0
1970-07-10,2102.219970703125,2102.219970703125,2102.219970703125,2102.219970703125,2102.219970703125,0
1970-07-13,2110.010009765625,2110.010009765625,2110.010009765625,2110.010009765625,2110.010009765625,0
1970-07-14,2110.8701171875,2110.8701171875,2110.8701171875,2110.8701171875,2110.8701171875,0
1970-07-15,2087.989990234375,2087.989990234375,2087.989990234375,2087.989990234375,2087.989990234375,0
1970-07-16,2067.760009765625,2067.760009765625,2067.760009765625,2067.760009765625,2067.760009765625,0
1970-07-17,2067.760009765625,2067.760009765625,2067.760009765625,2067.760009765625,2067.760009765625,0
1970-07-21,2148.93994140625,2148.93994140625,2148.93994140625,2148.93994140625,2148.93994140625,0
1970-07-22,2132.18994140625,2132.18994140625,2132.18994140625,2132.18994140625,2132.18994140625,0
1970-07-23,2125.6201171875,2125.6201171875,2125.6201171875,2125.6201171875,2125.6201171875,0
1970-07-24,2128.35009765625,2128.35009765625,2128.35009765625,2128.35009765625,2128.35009765625,0
1970-07-27,2130.050048828125,2130.050048828125,2130.050048828125,2130.050048828125,2130.050048828125,0
1970-07-28,2138.56005859375,2138.56005859375,2138.56005859375,2138.56005859375,2138.56005859375,0
1970-07-29,2132.429931640625,2132.429931640625,2132.429931640625,2132.429931640625,2132.429931640625,0
1970-07-30,2140.5,2140.5,2140.5,2140.5,2140.5,0
