quantile,threshold_low,threshold_high,count_low,count_high,mean_low,mean_high,median_low,median_high,std_low,std_high,min_low,max_high
0.99,-0.030577241345571514,0.028756352267185533,69,69,-0.044165643520053505,0.041991781713331254,-0.038585202591149725,0.03615211408556407,0.016996401625646935,0.014658050087984958,-0.1221556630500199,0.09838667019307068
0.999,-0.05703698489118026,0.05678658577349903,7,7,-0.08403385097295488,0.07879026891999175,-0.07852933050474065,0.08050634309245042,0.022252899333139207,0.01254435104479476,-0.1221556630500199,0.09838667019307068
